,city_name,latitude,longitude,max temp,humidity,cloudiness,wind speed,country,date
292,Xishan,27.6667,113.5,71.6,78.0,40.0,4.47,CN,1617073687.0
293,Sterling,39.0062,-77.4286,44.01,70.0,1.0,2.84,US,1617073464.0
294,Lagoa,39.05,-27.9833,57.99,75.0,100.0,1.92,PT,1617073443.0
295,Waingapu,-9.6567,120.2641,82.15,82.0,100.0,13.76,ID,1617073627.0
296,Skjervøy,70.0311,20.9714,34.63,69.0,77.0,6.91,NO,1617073688.0
297,Touros,-5.1989,-35.4608,77.0,94.0,40.0,8.01,BR,1617073688.0
298,Marechal Deodoro,-9.7103,-35.895,77.0,94.0,40.0,2.3,BR,1617073688.0
299,La Ronge,55.1001,-105.2842,15.8,79.0,100.0,13.8,CA,1617073689.0
300,Vostok,46.4856,135.8833,32.79,99.0,100.0,3.38,RU,1617073689.0
301,Jiexiu,37.0244,111.9125,61.09,49.0,1.0,1.5,CN,1617073558.0
302,Vodnyy,63.5046,53.4095,32.34,93.0,100.0,8.23,RU,1617073690.0
303,Kiunga,-6.1219,141.2906,85.53,73.0,82.0,3.0,PG,1617073690.0
304,Harvard,42.4222,-88.6137,53.01,59.0,5.0,24.99,US,1617073690.0
306,Bayir,37.2687,28.2167,46.4,66.0,0.0,5.75,TR,1617073691.0
307,Soyo,-6.1349,12.3689,79.59,80.0,100.0,7.83,AO,1617073455.0
309,Saldanha,-33.0117,17.9442,62.6,88.0,7.0,1.14,ZA,1617073691.0
311,Cherskiy,68.75,161.3,7.0,85.0,100.0,8.21,RU,1617073426.0
312,Virginia Beach,36.8529,-75.978,50.0,62.0,1.0,4.61,US,1617073088.0
313,Sainte-Rose,16.3324,-61.6979,75.2,88.0,75.0,3.44,GP,1617073692.0
314,Pisco,-13.7,-76.2167,69.8,73.0,0.0,5.75,PE,1617073627.0
315,Mabaruma,8.2,-59.7833,72.73,97.0,91.0,4.45,GY,1617073693.0
316,Dingle,10.9995,122.6711,87.98,57.0,96.0,11.23,PH,1617073693.0
317,Bertoua,4.5833,13.6833,67.42,76.0,57.0,3.02,CM,1617073693.0
319,Grand Gaube,-20.0064,57.6608,80.01,79.0,14.0,5.01,MU,1617073694.0
320,Montluçon,46.3333,2.6,48.63,68.0,3.0,4.27,FR,1617073694.0
323,Cabo San Lucas,22.8909,-109.9124,75.2,29.0,40.0,6.91,MX,1617073695.0
324,Sevierville,35.8681,-83.5618,48.99,70.0,1.0,3.27,US,1617073562.0
325,Baykit,61.67,96.37,20.48,87.0,100.0,4.25,RU,1617073695.0
326,Marang,5.2056,103.2059,84.2,79.0,40.0,3.44,MY,1617073696.0
327,Gushikawa,26.3544,127.8686,78.8,89.0,90.0,13.8,JP,1617073696.0
328,Nioro,13.35,-15.75,72.93,44.0,2.0,3.27,GM,1617073697.0
329,Changji,44.0167,87.3167,33.8,100.0,90.0,2.24,CN,1617073636.0
331,Vila Velha,-20.3297,-40.2925,78.8,78.0,0.0,10.36,BR,1617073697.0
332,Lavrentiya,65.5833,-171.0,13.12,86.0,100.0,10.74,RU,1617073698.0
333,College,64.8569,-147.8028,34.0,69.0,90.0,3.44,US,1617073698.0
334,Sturgis,41.7992,-85.4192,48.2,46.0,1.0,14.97,US,1617073698.0
335,Beisfjord,68.3751,17.5988,33.8,100.0,90.0,8.05,NO,1617073699.0
336,Cocal,-28.6167,-49.35,64.58,97.0,72.0,4.14,BR,1617073699.0
337,Mount Isa,-20.7333,139.5,91.4,31.0,40.0,13.8,AU,1617073699.0
338,Kawalu,-7.3817,108.2082,81.93,76.0,100.0,2.91,ID,1617073700.0
339,Ossora,59.2353,163.0719,22.93,75.0,100.0,4.29,RU,1617073700.0
340,Ulsteinvik,62.3432,5.8487,42.8,70.0,90.0,23.02,NO,1617073701.0
341,Gelibolu,40.4103,26.6708,35.6,87.0,0.0,6.91,TR,1617073701.0
342,Pasni,25.2631,63.471,79.3,32.0,5.0,22.59,PK,1617073701.0
343,Bathsheba,13.2167,-59.5167,77.0,73.0,75.0,19.57,BB,1617073702.0
344,Longyearbyen,78.2186,15.6401,24.8,68.0,75.0,24.16,SJ,1617073702.0
345,Port-Gentil,-0.7193,8.7815,78.93,77.0,89.0,5.23,GA,1617073703.0
346,Te Anau,-45.4167,167.7167,62.35,56.0,100.0,0.65,NZ,1617073703.0
347,Kyrksæterøra,63.2906,9.0891,42.8,93.0,75.0,23.02,NO,1617073703.0
348,Langsa,4.4683,97.9683,80.37,79.0,100.0,2.71,ID,1617073704.0
349,Curup,-3.4667,102.5333,77.9,73.0,86.0,4.32,ID,1617073704.0
350,Prokuplje,43.2342,21.5881,41.0,65.0,0.0,3.44,RS,1617073704.0
351,Along,28.1667,94.7667,81.03,19.0,98.0,1.68,IN,1617073507.0
353,Anadyr,64.75,177.4833,5.0,85.0,40.0,26.84,RU,1617073705.0
354,Fortuna,40.5982,-124.1573,48.0,76.0,1.0,6.91,US,1617073705.0
355,Port Hardy,50.6996,-127.4199,42.8,65.0,40.0,10.36,CA,1617073706.0
356,Bushehr,28.9684,50.8385,66.2,68.0,0.0,13.8,IR,1617073706.0
357,Manacapuru,-3.2997,-60.6206,75.2,100.0,75.0,2.3,BR,1617073707.0
359,Rājāpur,25.3833,81.15,91.65,9.0,0.0,14.09,IN,1617073707.0
360,Sinnamary,5.3833,-52.95,77.41,86.0,97.0,14.16,GF,1617073707.0
361,Makakilo City,21.3469,-158.0858,80.6,73.0,90.0,10.36,US,1617073708.0
362,Sibut,5.718,19.0739,71.69,30.0,33.0,3.36,CF,1617073708.0
364,Puerto Carreño,6.189,-67.4859,82.62,61.0,100.0,7.16,CO,1617073709.0
365,Movila Banului,44.9833,26.6833,35.6,75.0,0.0,2.3,RO,1617073709.0
366,Najrān,17.4924,44.1277,62.6,34.0,1.0,0.87,SA,1617073487.0
367,Lar,26.2039,83.9717,88.38,13.0,4.0,4.92,IN,1617073710.0
368,Brae,60.3964,-1.353,44.6,93.0,90.0,5.75,GB,1617073710.0
369,Uyemskiy,64.4743,40.8524,39.2,60.0,40.0,8.95,RU,1617073711.0
370,Kailua,21.4022,-157.7394,80.6,73.0,75.0,9.22,US,1617073711.0
371,Thongwa,16.7619,96.5278,82.4,83.0,75.0,4.61,MM,1617073711.0
372,Morón,-34.6534,-58.6198,66.0,81.0,0.0,4.72,AR,1617073712.0
373,Mahajanga,-15.7167,46.3167,75.2,94.0,20.0,2.3,MG,1617073712.0
374,Xapuri,-10.6517,-68.5044,72.43,98.0,100.0,1.9,BR,1617073713.0
375,Caconda,-13.7333,15.0667,60.44,93.0,100.0,4.34,AO,1617073713.0
376,Sanming,26.2486,117.6186,85.73,60.0,76.0,4.68,CN,1617073713.0
377,Guider,9.9342,13.9486,78.6,13.0,4.0,10.22,CM,1617073714.0
378,Puerto Baquerizo Moreno,-0.9,-89.6,77.67,84.0,17.0,7.49,EC,1617073714.0
379,Vila Franca do Campo,37.7167,-25.4333,60.8,88.0,75.0,18.41,PT,1617073714.0
380,Ulladulla,-35.35,150.4667,68.0,49.0,0.0,6.91,AU,1617073715.0
381,Provideniya,64.3833,-173.3,19.4,73.0,90.0,8.95,RU,1617073715.0
382,Acapulco de Juárez,16.8634,-99.8901,80.6,83.0,40.0,6.91,MX,1617073694.0
383,Avera,33.194,-82.5271,55.4,71.0,1.0,5.75,US,1617073716.0
384,Gueugnon,46.6036,4.0629,41.0,87.0,0.0,2.3,FR,1617073716.0
385,Dayong,25.0209,118.2898,77.0,78.0,35.0,6.71,CN,1617073716.0
386,Karratha,-20.7377,116.8463,100.09,25.0,2.0,9.4,AU,1617073717.0
387,Maniitsoq,65.4167,-52.9,23.2,74.0,100.0,17.92,GL,1617073717.0
388,Vestmannaeyjar,63.4427,-20.2734,34.79,66.0,99.0,5.86,IS,1617073718.0
389,Batemans Bay,-35.7167,150.1833,71.01,46.0,90.0,7.25,AU,1617073523.0
390,Pokhara,28.2333,83.9833,80.31,17.0,2.0,4.16,NP,1617073718.0
391,Batken,39.8333,71.0,22.05,57.0,3.0,5.61,KG,1617073718.0
392,Marigot,18.0667,-63.0833,78.8,73.0,20.0,12.66,MF,1617073719.0
393,Fort-Shevchenko,44.5086,50.263,41.86,77.0,18.0,4.41,KZ,1617073719.0
394,Portland,45.5234,-122.6762,46.0,56.0,15.0,3.0,US,1617073175.0
395,Auki,-8.7676,160.7034,84.99,69.0,25.0,2.84,SB,1617073720.0
396,Oktyabr'skiy,54.4815,53.471,24.22,98.0,87.0,2.91,RU,1617073720.0
398,Baillif,16.0202,-61.7463,75.2,88.0,75.0,3.44,GP,1617073721.0
399,General Pico,-35.6566,-63.7568,59.07,76.0,0.0,5.59,AR,1617073721.0
400,Souillac,-20.5167,57.5167,73.4,94.0,20.0,8.05,MU,1617073721.0
401,Sirsa,29.5333,75.0167,84.97,13.0,1.0,10.29,IN,1617073722.0
402,Kargalinskaya,43.7417,46.4792,39.7,84.0,9.0,7.09,RU,1617073722.0
403,Mudhol,16.35,75.2833,80.11,55.0,48.0,8.55,IN,1617073722.0
404,Santiago de Cao,-7.9589,-79.2392,69.66,85.0,99.0,10.2,PE,1617073723.0
405,Gijang,35.2442,129.2139,62.6,19.0,62.0,12.66,KR,1617073723.0
406,Severnoye,56.3491,78.3619,17.06,91.0,99.0,9.84,RU,1617073723.0
407,Farah,32.5,62.5,44.29,45.0,0.0,5.32,AF,1617073724.0
408,Dudinka,69.4058,86.1778,-13.56,91.0,48.0,17.9,RU,1617073724.0
409,Sobolevo,54.4299,31.8996,35.47,98.0,100.0,10.83,RU,1617073725.0
410,Loyga,61.0784,44.6075,29.53,84.0,98.0,12.48,RU,1617073725.0
411,Rena,61.1348,11.3641,36.0,85.0,82.0,1.97,NO,1617073725.0
412,Griffith,41.5284,-87.4237,53.6,53.0,1.0,19.57,US,1617073473.0
413,San Luis,-33.295,-66.3356,59.83,40.0,0.0,6.44,AR,1617073726.0
414,Assiut,27.181,31.1837,50.0,76.0,0.0,11.5,EG,1617073609.0
415,Melilla,35.2937,-2.9383,60.8,94.0,90.0,6.91,ES,1617073726.0
416,Sancti Spíritus,21.9297,-79.4425,74.37,81.0,23.0,10.2,CU,1617073727.0
417,Doka,13.5167,35.7667,81.28,34.0,6.0,5.41,SD,1617073727.0
418,Socorro,31.6546,-106.3033,71.6,14.0,20.0,3.44,US,1617073713.0
419,Oistins,13.0667,-59.5333,77.0,73.0,75.0,19.57,BB,1617073486.0
420,Mossamedes,-15.1961,12.1522,74.39,88.0,67.0,3.42,AO,1617073728.0
424,Saint Anthony,45.0205,-93.218,68.0,37.0,1.0,17.27,US,1617073729.0
425,Tocopilla,-22.092,-70.1979,68.22,76.0,16.0,8.32,CL,1617073729.0
426,Zvishavane,-20.3267,30.0665,55.78,90.0,0.0,1.3,ZW,1617073729.0
427,Mazatán,14.8667,-92.45,78.8,89.0,40.0,3.38,MX,1617073730.0
428,Datong,40.0936,113.2914,52.5,23.0,96.0,6.8,CN,1617073730.0
429,Skellefteå,64.7507,20.9528,41.0,65.0,7.0,16.11,SE,1617073730.0
430,Alofi,-19.0595,-169.9187,84.2,79.0,75.0,12.66,NU,1617073511.0
431,Kavaratti,10.5669,72.642,83.21,71.0,100.0,5.03,IN,1617073731.0
432,Pershotravneve,51.3929,28.8684,35.76,84.0,77.0,4.36,UA,1617073731.0
433,Sadzhavka,48.566,24.7882,37.42,82.0,100.0,3.94,UA,1617073732.0
434,Norrtälje,59.758,18.705,46.99,87.0,90.0,11.5,SE,1617073732.0
435,Portales,34.1862,-103.3344,61.0,14.0,1.0,10.36,US,1617073732.0
436,Japura,-0.3167,102.35,87.67,58.0,90.0,3.04,ID,1617073733.0
437,Khasan,42.4308,130.6434,50.86,53.0,34.0,15.12,RU,1617073733.0
438,Kiyasovo,56.3491,53.1244,28.0,66.0,40.0,3.85,RU,1617073733.0
439,Babayurt,43.6002,46.7789,39.76,86.0,8.0,7.67,RU,1617073734.0
440,Sirte,31.2089,16.5887,58.69,67.0,0.0,6.2,LY,1617073734.0
441,Alice Springs,-23.7,133.8833,80.6,32.0,0.0,16.11,AU,1617073735.0
442,Mandalgovi,45.7625,106.2708,43.03,37.0,0.0,20.78,MN,1617073735.0
443,Jalpa,21.6333,-102.9667,71.6,24.0,75.0,5.75,MX,1617073735.0
444,Ashland,40.8167,-82.2665,44.6,49.0,1.0,11.5,US,1617073736.0
445,Ilulissat,69.2167,-51.1,19.4,42.0,75.0,19.57,GL,1617073736.0
446,Havelock,34.8791,-76.9013,55.99,87.0,1.0,5.3,US,1617073736.0
447,Macaíba,-5.8583,-35.3539,78.8,94.0,40.0,4.56,BR,1617073737.0
448,Zhezkazgan,47.8043,67.7144,24.35,77.0,100.0,4.9,KZ,1617073737.0
449,Mutare,-18.9707,32.6709,57.4,95.0,70.0,1.52,ZW,1617073738.0
450,Shestakovo,56.4915,103.96,32.97,86.0,100.0,8.95,RU,1617073738.0
451,Dali,25.7,100.1833,66.24,23.0,0.0,8.14,CN,1617073738.0
452,Srandakan,-7.9386,110.2506,80.82,81.0,98.0,3.51,ID,1617073739.0
453,Bongandanga,1.5,21.05,69.78,92.0,100.0,3.11,CD,1617073739.0
454,Uusikaupunki,60.8004,21.4084,37.4,100.0,99.0,3.44,FI,1617073739.0
455,Kalabo,-14.97,22.6814,62.1,89.0,11.0,5.57,ZM,1617073740.0
456,Saint-Jean-de-Braye,47.913,1.9771,42.8,70.0,0.0,2.3,FR,1617073740.0
457,La Libertad,-2.2333,-80.9,74.19,79.0,83.0,4.14,EC,1617073741.0
458,Yangi Marg`ilon,40.4272,71.7189,44.6,65.0,40.0,2.3,UZ,1617073741.0
459,Ayagoz,47.9714,80.4392,28.6,48.0,100.0,1.74,KZ,1617073741.0
460,Dunedin,-45.8742,170.5036,57.0,79.0,79.0,14.0,NZ,1617073506.0
461,Arlit,18.7369,7.3853,65.73,13.0,0.0,4.72,NE,1617073742.0
462,Kumul,42.8,93.45,55.67,30.0,100.0,9.93,CN,1617073547.0
463,Superior,46.7208,-92.1041,64.4,42.0,1.0,13.8,US,1617073742.0
464,Tambovka,50.0969,128.0489,41.0,52.0,40.0,15.66,RU,1617073743.0
466,Gagret,31.6667,76.0667,81.7,19.0,0.0,4.72,IN,1617073743.0
467,Kalmunai,7.4167,81.8167,81.64,69.0,46.0,4.0,LK,1617073744.0
468,Bonavista,48.6499,-53.1147,39.0,93.0,100.0,16.11,CA,1617073485.0
469,Finschhafen,-6.6024,147.8681,85.6,67.0,33.0,10.38,PG,1617073744.0
470,Deputatsky,69.3,139.9,9.57,84.0,37.0,2.13,RU,1617073744.0
471,Mbaïki,3.8678,17.9892,70.0,89.0,100.0,1.92,CF,1617073745.0
472,Sokoni,-6.4333,39.55,78.8,89.0,75.0,11.5,TZ,1617073745.0
474,Marfino,55.7028,37.3822,32.0,69.0,0.0,6.71,RU,1617073746.0
475,Kokopo,-4.352,152.2633,87.42,56.0,82.0,10.49,PG,1617073746.0
476,Chitral,35.8462,71.7858,46.02,42.0,0.0,8.97,PK,1617073744.0
477,Palana,59.1167,159.9667,25.72,73.0,100.0,9.84,RU,1617073747.0
478,Versailles,48.8,2.1333,55.4,70.0,0.0,3.49,FR,1617073747.0
479,Pacific Grove,36.6177,-121.9166,50.0,86.0,0.0,4.0,US,1617073747.0
480,Karla,59.3723,24.9275,42.8,100.0,90.0,9.22,EE,1617073748.0
481,Paphos,34.7667,32.4167,48.2,71.0,0.0,8.05,CY,1617073748.0
482,Adrar,20.5022,-10.0711,74.01,13.0,3.0,6.49,MR,1617073749.0
483,Torbay,47.6666,-52.7314,37.99,87.0,75.0,24.16,CA,1617073529.0
484,Nhulunbuy,-12.2333,136.7667,87.8,66.0,75.0,17.27,AU,1617073749.0
485,Comodoro Rivadavia,-45.8667,-67.5,59.0,82.0,0.0,6.15,AR,1617073750.0
486,Tāndā,26.55,82.65,89.2,13.0,1.0,3.56,IN,1617073750.0
487,Kununurra,-15.7667,128.7333,91.4,31.0,43.0,18.41,AU,1617073609.0
488,Saint-François,46.4154,3.9054,41.0,87.0,0.0,2.3,FR,1617073751.0
489,Emerald,-23.5333,148.1667,84.99,37.0,40.0,10.36,AU,1617073751.0
490,Neepawa,50.2289,-99.4664,28.4,86.0,90.0,28.77,CA,1617073751.0
491,Zasheyek,67.4066,32.5499,30.99,99.0,100.0,4.88,RU,1617073752.0
492,Dalbandin,28.8947,64.4101,64.98,17.0,3.0,8.48,PK,1617073752.0
493,Cairns,-16.9167,145.7667,90.0,54.0,95.0,25.32,AU,1617073753.0
494,Kiryat Gat,31.61,34.7642,51.01,72.0,0.0,5.41,IL,1617073753.0
495,Nome,64.5011,-165.4064,30.2,93.0,90.0,11.5,US,1617073753.0
496,Nalgonda,17.05,79.2667,91.4,19.0,26.0,9.44,IN,1617073754.0
497,Tibiao,11.2915,122.0354,84.43,66.0,69.0,5.48,PH,1617073754.0
498,Isiro,2.7739,27.616,66.45,96.0,100.0,2.06,CD,1617073754.0
499,Pathein,16.7833,94.7333,92.05,35.0,99.0,7.99,MM,1617073755.0
500,Brookings,44.3114,-96.7984,50.0,29.0,90.0,21.85,US,1617073581.0
501,Khonsa,27.0167,95.5667,74.01,32.0,93.0,1.63,IN,1617073755.0
502,Berlevåg,70.8578,29.0864,33.8,86.0,75.0,8.05,NO,1617073756.0
504,Morondava,-20.2833,44.2833,73.11,75.0,0.0,11.05,MG,1617073756.0
506,Huarmey,-10.0681,-78.1522,71.19,82.0,100.0,8.41,PE,1617073757.0
507,São José da Coroa Grande,-8.8978,-35.1478,77.4,88.0,69.0,6.08,BR,1617073757.0
508,Marrakesh,31.6315,-8.0083,59.0,47.0,18.0,4.61,MA,1617073757.0
509,Namatanai,-3.6667,152.4333,85.42,67.0,94.0,7.61,PG,1617073758.0
510,Carmaux,44.051,2.158,57.2,57.0,0.0,10.36,FR,1617073758.0
511,Pailón,-17.65,-62.75,71.6,60.0,75.0,11.5,BO,1617073758.0
512,Khāsh,28.2211,61.2158,51.12,35.0,4.0,6.76,IR,1617073759.0
514,Olafsvik,64.8945,-23.7142,30.54,64.0,100.0,11.72,IS,1617073759.0
515,Oga,46.4631,10.347,44.01,93.0,0.0,2.3,IT,1617073760.0
516,Buala,-8.145,159.5921,85.5,68.0,62.0,3.87,SB,1617073760.0
517,Midland,31.9974,-102.0779,68.0,22.0,1.0,19.57,US,1617073551.0
518,Luangwa,-15.6167,30.4167,64.78,91.0,11.0,2.48,ZM,1617073761.0
519,Colquechaca,-18.6667,-66.0167,32.81,90.0,95.0,4.65,BO,1617073761.0
520,Nishihara,26.1842,127.7558,78.8,83.0,90.0,16.11,JP,1617073761.0
521,Mikkeli,61.6886,27.2723,39.2,100.0,90.0,9.22,FI,1617073762.0
522,Pedernales,18.0384,-71.744,78.49,66.0,2.0,8.63,DO,1617073762.0
523,Adré,13.4667,22.2,65.68,10.0,0.0,16.91,TD,1617073763.0
525,Sumbe,-11.2061,13.8437,76.32,83.0,100.0,3.89,AO,1617073763.0
526,Biltine,14.5333,20.9167,68.63,10.0,0.0,14.2,TD,1617073763.0
527,Port Hawkesbury,45.6169,-61.3485,33.8,80.0,90.0,25.32,CA,1617073698.0
528,Laguna,38.421,-121.4238,64.4,24.0,1.0,6.91,US,1617073764.0
529,Zhigansk,66.7697,123.3711,24.98,92.0,100.0,10.85,RU,1617073764.0
530,Hirara,24.8,125.2833,80.6,83.0,40.0,13.8,JP,1617073765.0
531,Shubarkuduk,49.1447,56.4872,29.21,92.0,92.0,3.49,KZ,1617073765.0
532,Kholm-Zhirkovskiy,55.5189,33.4731,34.3,97.0,100.0,11.63,RU,1617073765.0
533,Paros,37.0833,25.15,55.0,58.0,49.0,10.36,GR,1617073766.0
535,Kandrian,-6.2167,149.55,85.33,72.0,99.0,11.81,PG,1617073766.0
536,Novo Aripuanã,-5.1206,-60.3797,74.1,98.0,99.0,1.72,BR,1617073767.0
537,Woodstock,43.1334,-80.7497,33.8,75.0,7.0,4.61,CA,1617073561.0
538,Byron Bay,-28.65,153.6167,75.2,64.0,75.0,14.97,AU,1617073767.0
539,Kargil,34.5667,76.1,27.57,58.0,41.0,3.47,IN,1617073768.0
540,Cockburn Town,21.4612,-71.1419,77.49,82.0,0.0,23.31,TC,1617073768.0
541,Khovd,48.0056,91.6419,38.53,25.0,100.0,4.03,MN,1617073768.0
542,Bahía Blanca,-38.7196,-62.2724,61.77,49.0,2.0,6.44,AR,1617073584.0
543,Kaseda-shirakame,31.4167,130.3167,57.2,94.0,75.0,1.14,JP,1617073769.0
544,Henties Bay,-22.116,14.2845,60.01,92.0,37.0,5.75,NA,1617073769.0
545,Lucea,18.451,-78.1736,78.8,78.0,20.0,2.3,JM,1617073770.0
546,Sibiti,-3.6819,13.3499,67.89,99.0,100.0,1.66,CG,1617073770.0
547,Urusha,54.05,122.9,31.33,67.0,1.0,6.91,RU,1617073770.0
548,Glendive,47.1053,-104.7125,25.0,63.0,75.0,32.21,US,1617073771.0
549,Padang,-0.9492,100.3543,82.4,78.0,40.0,5.75,ID,1617073771.0
551,Philadelphia,39.9523,-75.1638,50.0,43.0,1.0,5.75,US,1617073748.0
552,Morgan City,29.6994,-91.2068,64.4,82.0,40.0,4.61,US,1617073772.0
553,Kirakira,-10.4544,161.9205,85.77,68.0,75.0,7.67,SB,1617073772.0
554,Dillon,34.4166,-79.3712,50.0,76.0,1.0,3.44,US,1617073773.0
555,Albanel,48.8832,-72.4487,14.0,73.0,14.0,10.36,CA,1617073773.0
556,Poum,-20.2333,164.0167,80.02,74.0,80.0,11.54,NC,1617073527.0
558,Coquimbo,-29.9533,-71.3436,55.4,88.0,0.0,3.44,CL,1617073755.0
559,Belmonte,-15.8631,-38.8828,75.2,83.0,20.0,3.44,BR,1617073774.0
560,Sept-Îles,50.2001,-66.3821,19.99,49.0,1.0,21.85,CA,1617073562.0
561,Yinchuan,38.4681,106.2731,59.58,31.0,100.0,9.31,CN,1617073774.0
562,Natal,-5.795,-35.2094,78.8,94.0,40.0,4.61,BR,1617073523.0
563,Kamaishi,39.2667,141.8833,59.0,44.0,0.0,3.44,JP,1617073635.0
564,Gunjur,13.2019,-16.7339,64.4,94.0,0.0,3.44,GM,1617073775.0
565,Orlik,52.5178,99.825,25.77,80.0,100.0,2.17,RU,1617073775.0
566,Tortolì,39.9256,9.6572,48.0,95.0,0.0,3.85,IT,1617073776.0
567,Noyabrsk,63.1994,75.4507,7.45,89.0,100.0,13.06,RU,1617073776.0
568,High Rock,26.6208,-78.2833,73.4,88.0,20.0,4.61,BS,1617073776.0
569,Liuzhou,24.3126,109.3892,82.63,65.0,100.0,11.63,CN,1617073777.0
570,Kayerkan,69.3497,87.7602,-16.33,97.0,92.0,11.63,RU,1617073777.0
571,Rawson,-43.3002,-65.1023,60.75,78.0,7.0,18.19,AR,1617073777.0
572,Al Bardīyah,31.7561,25.0865,55.9,69.0,0.0,10.49,LY,1617073778.0
573,Kendari,-3.945,122.4989,86.83,61.0,100.0,5.73,ID,1617073778.0
574,Omboué,-1.5746,9.2618,76.03,88.0,91.0,2.91,GA,1617073778.0
575,Blagoyevo,63.3667,47.9167,31.32,93.0,100.0,9.93,RU,1617073779.0
576,Ransang,8.9603,117.5828,86.45,65.0,48.0,4.41,PH,1617073779.0
577,Conselheiro Pena,-19.1722,-41.4722,74.97,79.0,9.0,1.41,BR,1617073779.0
578,Jalu,29.0331,21.5482,52.77,69.0,0.0,7.83,LY,1617073780.0
579,Hohhot,40.8106,111.6522,50.0,27.0,0.0,2.24,CN,1617073780.0
580,Gigmoto,13.7796,124.39,84.52,69.0,100.0,8.25,PH,1617073781.0
